mode,scenario,variant,round,iterations,total_ns,ns_per_iteration,events
bytes_tokio,small_data_event_chunks,step1,4,1,5761333,5761333,100000
bytes_tokio,small_data_event_chunks,baseline,4,1,5601808,5601808,100000
bytes_tokio,small_data_event_chunks,core,4,1,5477337,5477337,100000
bytes_tokio,small_data_event_chunks,core,5,1,5447393,5447393,100000
bytes_tokio,small_data_event_chunks,baseline,5,1,5388412,5388412,100000
bytes_tokio,small_data_event_chunks,step1,5,1,5758024,5758024,100000
bytes_tokio,small_data_event_chunks,baseline,6,1,5561675,5561675,100000
bytes_tokio,small_data_event_chunks,step1,6,1,5569519,5569519,100000
bytes_tokio,small_data_event_chunks,core,6,1,5521603,5521603,100000
bytes_tokio,small_data_event_chunks,baseline,7,1,5256541,5256541,100000
bytes_tokio,small_data_event_chunks,core,7,1,4646539,4646539,100000
bytes_tokio,small_data_event_chunks,step1,7,1,4728173,4728173,100000
bytes_tokio,small_data_event_chunks,step1,8,1,4796654,4796654,100000
bytes_tokio,small_data_event_chunks,baseline,8,1,4937368,4937368,100000
bytes_tokio,small_data_event_chunks,core,8,1,4590787,4590787,100000
bytes_tokio,small_data_event_chunks,step1,9,1,4763608,4763608,100000
bytes_tokio,small_data_event_chunks,core,9,1,4357848,4357848,100000
bytes_tokio,small_data_event_chunks,baseline,9,1,4901091,4901091,100000
bytes_tokio,small_data_event_chunks,step1,10,1,4809601,4809601,100000
bytes_tokio,small_data_event_chunks,baseline,10,1,5047503,5047503,100000
bytes_tokio,small_data_event_chunks,core,10,1,4340926,4340926,100000
bytes_tokio,small_data_event_chunks,baseline,11,1,4979347,4979347,100000
bytes_tokio,small_data_event_chunks,core,11,1,4309729,4309729,100000
bytes_tokio,small_data_event_chunks,step1,11,1,4748577,4748577,100000
bytes_tokio,small_data_event_chunks,core,12,1,4463673,4463673,100000
bytes_tokio,small_data_event_chunks,step1,12,1,4752038,4752038,100000
bytes_tokio,small_data_event_chunks,baseline,12,1,4814187,4814187,100000
bytes_tokio,small_data_event_chunks,step1,13,1,4752949,4752949,100000
bytes_tokio,small_data_event_chunks,baseline,13,1,4856233,4856233,100000
bytes_tokio,small_data_event_chunks,core,13,1,7082001,7082001,100000
bytes_tokio,small_data_event_chunks,core,14,1,4554834,4554834,100000
bytes_tokio,small_data_event_chunks,step1,14,1,4761017,4761017,100000
bytes_tokio,small_data_event_chunks,baseline,14,1,4856463,4856463,100000
bytes_tokio,small_data_event_chunks,core,15,1,4279514,4279514,100000
bytes_tokio,small_data_event_chunks,baseline,15,1,4825774,4825774,100000
bytes_tokio,small_data_event_chunks,step1,15,1,4729459,4729459,100000
bytes_tokio,small_data_event_chunks,core,16,1,4261631,4261631,100000
bytes_tokio,small_data_event_chunks,step1,16,1,4742623,4742623,100000
bytes_tokio,small_data_event_chunks,baseline,16,1,4786035,4786035,100000
bytes_tokio,small_data_event_chunks,core,17,1,4288930,4288930,100000
bytes_tokio,small_data_event_chunks,step1,17,1,4718176,4718176,100000
bytes_tokio,small_data_event_chunks,baseline,17,1,4826538,4826538,100000
bytes_tokio,small_data_event_chunks,baseline,18,1,4754325,4754325,100000
bytes_tokio,small_data_event_chunks,step1,18,1,4797318,4797318,100000
bytes_tokio,small_data_event_chunks,core,18,1,4353158,4353158,100000
bytes_tokio,small_data_event_chunks,core,19,1,4275200,4275200,100000
bytes_tokio,small_data_event_chunks,baseline,19,1,4766931,4766931,100000
bytes_tokio,small_data_event_chunks,step1,19,1,4767152,4767152,100000
bytes_tokio,small_data_event_chunks,core,20,1,4303500,4303500,100000
bytes_tokio,small_data_event_chunks,baseline,20,1,4769218,4769218,100000
bytes_tokio,small_data_event_chunks,step1,20,1,4804281,4804281,100000
bytes_tokio,small_data_event_chunks,step1,21,1,4751871,4751871,100000
bytes_tokio,small_data_event_chunks,core,21,1,4322069,4322069,100000
bytes_tokio,small_data_event_chunks,baseline,21,1,4779322,4779322,100000
bytes_tokio,small_data_event_chunks,core,22,1,4333507,4333507,100000
bytes_tokio,small_data_event_chunks,step1,22,1,4750561,4750561,100000
bytes_tokio,small_data_event_chunks,baseline,22,1,4937880,4937880,100000
bytes_tokio,small_data_event_chunks,core,23,1,4384091,4384091,100000
bytes_tokio,small_data_event_chunks,baseline,23,1,5115221,5115221,100000
bytes_tokio,small_data_event_chunks,step1,23,1,4929174,4929174,100000
bytes_tokio,small_data_event_chunks,core,24,1,4362549,4362549,100000
bytes_tokio,small_data_event_chunks,baseline,24,1,5114478,5114478,100000
bytes_tokio,small_data_event_chunks,step1,24,1,4895631,4895631,100000
bytes_tokio,small_data_event_chunks,step1,25,1,4908696,4908696,100000
bytes_tokio,small_data_event_chunks,baseline,25,1,4885352,4885352,100000
bytes_tokio,small_data_event_chunks,core,25,1,4411470,4411470,100000
bytes_tokio,small_data_event_chunks,core,26,1,4286648,4286648,100000
bytes_tokio,small_data_event_chunks,baseline,26,1,4756675,4756675,100000
bytes_tokio,small_data_event_chunks,step1,26,1,4740628,4740628,100000
bytes_tokio,small_data_event_chunks,step1,27,1,4765245,4765245,100000
bytes_tokio,small_data_event_chunks,core,27,1,4563780,4563780,100000
bytes_tokio,small_data_event_chunks,baseline,27,1,5090776,5090776,100000
bytes_tokio,small_data_event_chunks,core,28,1,4275474,4275474,100000
bytes_tokio,small_data_event_chunks,step1,28,1,4776301,4776301,100000
bytes_tokio,small_data_event_chunks,baseline,28,1,4762507,4762507,100000
bytes_tokio,small_data_event_chunks,step1,29,1,4803670,4803670,100000
bytes_tokio,small_data_event_chunks,baseline,29,1,4764753,4764753,100000
bytes_tokio,small_data_event_chunks,core,29,1,4268503,4268503,100000
bytes_tokio,small_data_event_chunks,core,30,1,4270716,4270716,100000
bytes_tokio,small_data_event_chunks,step1,30,1,4735636,4735636,100000
bytes_tokio,small_data_event_chunks,baseline,30,1,4788573,4788573,100000
bytes_tokio,small_data_4b_chunks,step1,0,1,11969442,11969442,100000
bytes_tokio,small_data_4b_chunks,core,0,1,10172740,10172740,100000
bytes_tokio,small_data_4b_chunks,baseline,0,1,11970264,11970264,100000
bytes_tokio,small_data_4b_chunks,baseline,1,1,11897707,11897707,100000
bytes_tokio,small_data_4b_chunks,core,1,1,10164287,10164287,100000
bytes_tokio,small_data_4b_chunks,step1,1,1,11979387,11979387,100000
bytes_tokio,small_data_4b_chunks,core,2,1,10167929,10167929,100000
bytes_tokio,small_data_4b_chunks,baseline,2,1,12009160,12009160,100000
bytes_tokio,small_data_4b_chunks,step1,2,1,11973402,11973402,100000
